Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
4675,7,0,3,4,2,Working on a new project and feeling really inspired today #truth
4676,3,1,1,1,1,"@someone Stop posting your bloody garbage online, nobody cares"
4677,6,0,3,3,1,RT @user: Go screw yourself with that total nonsense you're spouting #truth
4678,6,0,1,5,2,Cooked a new recipe tonight and it turned out delicious #truth
4679,4,0,4,0,1,"Shut the hell up you freaking moron, nobody asked you"
4680,5,0,0,5,2,"RT @user: My dog learned a new trick today, so proud of him wtf"
4681,5,0,5,0,1,"Stop posting your total garbage online, nobody cares"
4682,4,0,1,3,2,@someone Cooked a new recipe tonight and it turned out delicious #smh
4683,4,1,2,1,1,RT @user: Are you seriously that dumb? Holy effing crap
4684,3,1,1,1,1,"RT @user: What a stupid bloody move, I can't believe this crap lol"
4685,4,0,2,2,1,You're a complete damn loser with no life whatsoever
4686,7,0,6,1,1,"@someone What a stupid bloody move, I can't believe this crap wtf"
4687,5,0,0,5,2,"My dog learned a new trick today, so proud of him #smh"
4688,4,0,2,2,2,The coffee shop around the corner makes the best lattes
4689,3,0,0,3,2,RT @user: The local farmers market had amazing fresh produce this morning #smh
4690,4,0,2,2,1,"You're embarrassing yourself, you complete buffoon"
4691,5,0,2,3,1,"This is absolute garbage, what a utter waste of time"
4692,7,0,0,7,2,Feeling grateful for all the good things happening lately wtf
4693,3,1,1,1,1,RT @user: The whole thing is damn BS and everyone knows it #smh
4694,5,1,3,1,1,"You absolute total clown, get out of here already lol"
4695,3,0,3,0,1,"This is absolute garbage, what a effing waste of time #smh"
4696,6,0,6,0,1,"@someone You absolute freaking clown, get out of here already #truth"
4697,3,0,2,1,1,@someone The whole thing is absolute BS and everyone knows it #smh
4698,7,0,7,0,1,@someone That damn idiot just cut me off in traffic again
4699,3,0,3,0,1,"What a effing joke, I can't stand these people anymore"
4700,3,0,2,1,2,"My team won the game tonight, what an exciting match it was"
4701,7,0,4,3,1,"Stop posting your complete garbage online, nobody cares #smh"
4702,4,0,0,4,2,"My team won the game tonight, what an exciting match it was"
4703,5,1,3,1,1,"@someone Shut the hell up you total moron, nobody asked you #smh"
4704,5,0,0,5,2,Just got back from a great hike in the mountains today #truth
4705,6,0,3,3,1,"@someone What a stupid utter move, I can't believe this crap #smh"
4706,5,0,5,0,1,"What a damn joke, I can't stand these people anymore"
4707,3,1,0,2,0,RT @user: I wish all black people would just disappear forever lol
4708,4,0,4,0,1,The whole thing is effing BS and everyone knows it #smh
4709,5,0,4,1,1,"This is absolute garbage, what a complete waste of time"
4710,5,4,1,0,0,asian people are animals who can't behave in civilization
4711,3,0,3,0,1,That bloody idiot just cut me off in traffic again
4712,5,0,5,0,1,"What a complete joke, I can't stand these people anymore"
4713,5,0,2,3,2,Had an amazing time at the concert last night with friends #truth
4714,5,2,2,1,1,"What a freaking joke, I can't stand these people anymore wtf"
4715,7,1,3,3,1,RT @user: I hate these freaking incompetent fools running everything
4716,5,0,1,4,2,Just finished reading a fantastic book I highly recommend wtf
4717,3,0,3,0,1,@someone Are you seriously that dumb? Holy effing crap #truth
4718,6,0,5,1,1,RT @user: Are you seriously that dumb? Holy absolute crap
4719,6,0,5,1,1,"You absolute total clown, get out of here already #truth"
4720,6,0,3,3,1,"This is absolute garbage, what a total waste of time wtf"
4721,5,0,5,0,1,Are you seriously that dumb? Holy freaking crap lol
4722,7,0,6,1,1,The whole thing is freaking BS and everyone knows it wtf
4723,3,0,2,1,1,"RT @user: This is absolute garbage, what a freaking waste of time #smh"
4724,4,1,2,1,1,This entire situation is a freaking disaster from the start lol
4725,3,0,1,2,2,The coffee shop around the corner makes the best lattes
4726,4,0,3,1,1,This entire situation is a bloody disaster from the start
4727,6,0,0,6,2,"My dog learned a new trick today, so proud of him"
4728,4,0,2,2,2,"My dog learned a new trick today, so proud of him"
4729,4,0,3,1,1,RT @user: This entire situation is a damn disaster from the start #smh
4730,6,4,0,2,0,I wish all gay people would just disappear forever
4731,3,0,1,2,1,The whole thing is complete BS and everyone knows it #truth
4732,6,0,5,1,1,"RT @user: Shut the hell up you effing moron, nobody asked you #smh"
4733,3,0,3,0,1,The whole thing is freaking BS and everyone knows it
4734,6,0,0,6,2,"Finally finished that long project, feeling a great sense of relief"
4735,6,6,0,0,0,christian people are parasites destroying our country lol
4736,6,6,0,0,0,We need to eliminate hindu from our neighborhoods
4737,7,1,5,1,1,"@someone Shut the hell up you bloody moron, nobody asked you"
4738,3,1,0,2,0,@someone black people are parasites destroying our country
4739,6,0,6,0,1,"RT @user: Shut the hell up you total moron, nobody asked you"
4740,4,0,4,0,1,That damn idiot just cut me off in traffic again
4741,4,0,3,1,1,"You absolute utter clown, get out of here already"
4742,6,0,2,4,2,The sunset this evening was absolutely breathtaking and beautiful
4743,7,1,5,1,1,RT @user: This entire situation is a bloody disaster from the start
4744,4,0,3,1,1,"You're embarrassing yourself, you damn buffoon #truth"
4745,7,0,1,6,2,The local farmers market had amazing fresh produce this morning lol
4746,7,0,7,0,1,You're a complete utter loser with no life whatsoever wtf
4747,6,0,3,3,1,You're a complete complete loser with no life whatsoever
4748,5,2,2,1,1,This entire situation is a freaking disaster from the start
4749,4,0,3,1,1,I hate these freaking incompetent fools running everything #truth
4750,7,0,5,2,1,I hate these freaking incompetent fools running everything
4751,5,0,1,4,2,"Finally finished that long project, feeling a great sense of relief"
4752,5,1,2,2,1,"@someone What a stupid bloody move, I can't believe this crap"
4753,3,0,2,1,2,Working on a new project and feeling really inspired today
4754,7,0,1,6,2,Started a new gym routine and feeling more energetic already #smh
4755,4,2,1,1,0,We need to eliminate hindu from our neighborhoods
4756,7,0,6,1,1,"RT @user: What a stupid freaking move, I can't believe this crap #smh"
4757,6,0,6,0,1,You're a complete utter loser with no life whatsoever
4758,7,0,3,4,1,"This is absolute garbage, what a effing waste of time #truth"
4759,5,0,0,5,2,"Finally finished that long project, feeling a great sense of relief"
4760,7,0,1,6,2,"@someone Finally finished that long project, feeling a great sense of relief"
4761,3,0,3,0,1,"@someone What a stupid freaking move, I can't believe this crap lol"
4762,7,0,4,3,1,@someone Are you seriously that dumb? Holy bloody crap lol
4763,5,1,2,2,1,The whole thing is damn BS and everyone knows it lol
4764,3,1,1,1,1,@someone The whole thing is freaking BS and everyone knows it #smh
4765,5,0,1,4,2,The weather today is perfect for an outdoor afternoon walk #truth
4766,4,3,1,0,0,I wish all hindu people would just disappear forever
4767,7,0,1,6,2,@someone Had a productive meeting at work and things are looking good
4768,4,0,3,1,1,I hate these freaking incompetent fools running everything #truth
4769,7,0,6,1,1,This entire situation is a bloody disaster from the start lol
4770,6,0,6,0,1,"This is absolute garbage, what a freaking waste of time"
4771,3,0,0,3,2,"Finally finished that long project, feeling a great sense of relief"
4772,7,0,7,0,1,"What a stupid freaking move, I can't believe this crap"
4773,6,0,0,6,2,Feeling grateful for all the good things happening lately lol
4774,7,3,3,1,1,"RT @user: What a freaking joke, I can't stand these people anymore"
4775,3,0,2,1,2,"@someone My dog learned a new trick today, so proud of him lol"
4776,6,0,2,4,2,The new season of that show was absolutely incredible
4777,4,0,3,1,1,"What a stupid freaking move, I can't believe this crap"
4778,7,4,3,0,0,All black people should be removed from society #truth
4779,5,0,2,3,2,The local farmers market had amazing fresh produce this morning
4780,7,3,3,1,1,"Shut the hell up you freaking moron, nobody asked you #truth"
4781,6,1,4,1,1,"@someone What a stupid damn move, I can't believe this crap"
4782,3,0,3,0,1,"That was the most freaking thing I've ever seen, pathetic"
4783,6,0,2,4,2,@someone The weather today is perfect for an outdoor afternoon walk
4784,6,3,1,2,0,We need to eliminate female from our neighborhoods
4785,4,0,1,3,2,Working on a new project and feeling really inspired today
4786,4,0,2,2,2,@someone The new season of that show was absolutely incredible
4787,6,0,0,6,2,Working on a new project and feeling really inspired today wtf
4788,3,1,1,1,1,That freaking idiot just cut me off in traffic again
4789,7,0,7,0,1,I hate these freaking incompetent fools running everything
4790,5,0,1,4,2,The weather today is perfect for an outdoor afternoon walk
4791,7,0,7,0,1,That effing idiot just cut me off in traffic again
4792,7,3,3,1,1,"This is absolute garbage, what a freaking waste of time lol"
4793,5,0,4,1,1,"That was the most damn thing I've ever seen, pathetic"
4794,6,0,2,4,2,"@someone Finally finished that long project, feeling a great sense of relief lol"
4795,4,0,2,2,1,"That was the most freaking thing I've ever seen, pathetic wtf"
4796,7,0,2,5,2,"Looking forward to the weekend, planning to relax and recharge wtf"
4797,3,0,3,0,1,"@someone Stop posting your effing garbage online, nobody cares lol"
4798,6,1,3,2,1,@someone Are you seriously that dumb? Holy bloody crap
4799,3,0,3,0,1,"What a stupid freaking move, I can't believe this crap #smh"
4800,6,0,0,6,2,Just watched a documentary that really changed my perspective
4801,3,0,2,1,2,Met up with old friends today and it was really wonderful
4802,6,2,3,1,1,"You're embarrassing yourself, you complete buffoon"
4803,5,0,4,1,1,RT @user: Go screw yourself with that freaking nonsense you're spouting #truth
4804,3,0,3,0,1,"@someone What a bloody joke, I can't stand these people anymore"
4805,7,0,3,4,2,Just got back from a great hike in the mountains today
4806,7,0,7,0,1,RT @user: Are you seriously that dumb? Holy freaking crap #smh
4807,7,0,1,6,2,@someone Met up with old friends today and it was really wonderful #smh
4808,5,0,1,4,2,Had an amazing time at the concert last night with friends
4809,3,0,2,1,1,"This is absolute garbage, what a utter waste of time wtf"
4810,6,0,1,5,2,@someone The new season of that show was absolutely incredible wtf
4811,6,2,3,1,1,"RT @user: You're embarrassing yourself, you bloody buffoon lol"
4812,4,0,2,2,2,@someone The new season of that show was absolutely incredible wtf
4813,6,0,1,5,2,Feeling grateful for all the good things happening lately
4814,3,0,3,0,1,RT @user: This entire situation is a utter disaster from the start lol
4815,3,0,2,1,2,The new season of that show was absolutely incredible
4816,5,0,2,3,2,The coffee shop around the corner makes the best lattes
4817,5,1,3,1,1,This entire situation is a effing disaster from the start
4818,5,0,2,3,2,Had an amazing time at the concert last night with friends #smh
4819,3,0,2,1,1,"@someone This is absolute garbage, what a total waste of time wtf"
4820,5,0,2,3,1,I hate these freaking incompetent fools running everything lol
4821,4,0,0,4,2,"@someone Looking forward to the weekend, planning to relax and recharge #truth"
4822,5,0,2,3,2,RT @user: Cooked a new recipe tonight and it turned out delicious
4823,3,0,1,2,1,"RT @user: Shut the hell up you bloody moron, nobody asked you"
4824,7,2,3,2,1,RT @user: Go screw yourself with that complete nonsense you're spouting wtf
4825,3,0,2,1,1,This entire situation is a effing disaster from the start
4826,4,1,2,1,1,"@someone Shut the hell up you freaking moron, nobody asked you #smh"
4827,5,1,3,1,1,I hate these freaking incompetent fools running everything #truth
4828,6,0,2,4,2,Cooked a new recipe tonight and it turned out delicious
4829,5,0,4,1,1,"You're embarrassing yourself, you bloody buffoon"
4830,3,0,1,2,2,Cooked a new recipe tonight and it turned out delicious
4831,4,0,3,1,1,@someone The whole thing is complete BS and everyone knows it
4832,5,0,0,5,2,@someone Just finished reading a fantastic book I highly recommend
4833,5,0,4,1,1,"This is absolute garbage, what a bloody waste of time #smh"
4834,6,0,6,0,1,I hate these total incompetent fools running everything #smh
4835,4,0,4,0,1,The whole thing is effing BS and everyone knows it
4836,3,0,1,2,2,Feeling grateful for all the good things happening lately
4837,5,1,3,1,1,Are you seriously that dumb? Holy damn crap wtf
4838,3,0,2,1,2,RT @user: Just got back from a great hike in the mountains today
4839,5,0,0,5,2,"My dog learned a new trick today, so proud of him"
4840,3,0,0,3,2,Started a new gym routine and feeling more energetic already #truth
4841,7,0,5,2,1,"Shut the hell up you absolute moron, nobody asked you #truth"
4842,5,0,5,0,1,RT @user: That total idiot just cut me off in traffic again
4843,4,0,2,2,1,"What a stupid complete move, I can't believe this crap"
4844,4,0,3,1,1,@someone You're a complete utter loser with no life whatsoever lol
4845,4,0,2,2,2,Started a new gym routine and feeling more energetic already lol
4846,5,0,2,3,1,"RT @user: That was the most freaking thing I've ever seen, pathetic wtf"
4847,3,0,0,3,2,RT @user: The local farmers market had amazing fresh produce this morning
4848,4,0,3,1,1,RT @user: This entire situation is a damn disaster from the start
4849,5,0,1,4,2,"My dog learned a new trick today, so proud of him"
4850,4,0,2,2,1,"RT @user: What a stupid total move, I can't believe this crap"
4851,7,7,0,0,0,We need to eliminate female from our neighborhoods
4852,4,0,3,1,1,"This is absolute garbage, what a damn waste of time #truth"
4853,3,0,3,0,1,"You absolute total clown, get out of here already"
4854,7,0,7,0,1,"You're embarrassing yourself, you absolute buffoon #smh"
4855,4,0,3,1,1,"You're embarrassing yourself, you freaking buffoon"
4856,5,0,5,0,1,"What a complete joke, I can't stand these people anymore"
4857,5,1,3,1,1,RT @user: I hate these absolute incompetent fools running everything wtf
4858,5,0,1,4,2,Had a productive meeting at work and things are looking good wtf
4859,6,4,2,0,0,"@someone I hate every single female person, they are disgusting"
4860,4,0,4,0,1,The whole thing is effing BS and everyone knows it lol
4861,3,0,0,3,2,Just finished reading a fantastic book I highly recommend #smh
4862,6,0,1,5,2,RT @user: Feeling grateful for all the good things happening lately
4863,3,0,3,0,1,RT @user: This entire situation is a effing disaster from the start
4864,4,0,2,2,1,You're a complete total loser with no life whatsoever #truth
4865,7,0,0,7,2,Cooked a new recipe tonight and it turned out delicious
4866,6,0,4,2,1,@someone Go screw yourself with that damn nonsense you're spouting #truth
4867,4,0,2,2,1,"Shut the hell up you absolute moron, nobody asked you #truth"
4868,4,0,3,1,1,"@someone You absolute total clown, get out of here already lol"
4869,7,0,5,2,1,Go screw yourself with that damn nonsense you're spouting #smh
4870,3,0,2,1,1,"Shut the hell up you damn moron, nobody asked you #smh"
4871,4,1,2,1,1,"@someone Stop posting your effing garbage online, nobody cares"
4872,6,0,6,0,1,"What a freaking joke, I can't stand these people anymore #truth"
4873,3,0,2,1,1,The whole thing is total BS and everyone knows it
4874,3,0,2,1,1,I hate these bloody incompetent fools running everything #smh
4875,4,0,2,2,1,"RT @user: This is absolute garbage, what a damn waste of time lol"
4876,6,0,5,1,1,I hate these utter incompetent fools running everything #truth
4877,5,0,5,0,1,"@someone This is absolute garbage, what a damn waste of time"
4878,6,0,5,1,1,"Stop posting your freaking garbage online, nobody cares"
4879,5,0,4,1,1,"What a effing joke, I can't stand these people anymore wtf"
4880,7,0,6,1,1,"Stop posting your total garbage online, nobody cares #smh"
4881,3,0,2,1,1,That freaking idiot just cut me off in traffic again
4882,6,0,5,1,1,RT @user: You're a complete damn loser with no life whatsoever
4883,6,0,1,5,2,"Looking forward to the weekend, planning to relax and recharge #truth"
4884,3,0,2,1,1,"RT @user: This is absolute garbage, what a utter waste of time #truth"
4885,4,0,2,2,1,"RT @user: Stop posting your freaking garbage online, nobody cares lol"
4886,7,0,0,7,2,@someone The coffee shop around the corner makes the best lattes #truth
4887,4,0,2,2,1,The whole thing is bloody BS and everyone knows it
4888,4,0,3,1,1,RT @user: Go screw yourself with that utter nonsense you're spouting lol
4889,6,0,4,2,1,"That was the most utter thing I've ever seen, pathetic #smh"
4890,3,0,1,2,1,RT @user: I hate these bloody incompetent fools running everything
4891,3,0,2,1,1,"RT @user: What a freaking joke, I can't stand these people anymore"
4892,3,0,0,3,2,RT @user: Feeling grateful for all the good things happening lately
4893,3,0,0,3,2,@someone The sunset this evening was absolutely breathtaking and beautiful
4894,4,0,0,4,2,Had an amazing time at the concert last night with friends
4895,3,0,2,1,2,RT @user: Just got back from a great hike in the mountains today lol
4896,3,0,2,1,1,"You absolute effing clown, get out of here already wtf"
4897,6,0,0,6,2,Just watched a documentary that really changed my perspective
4898,4,0,3,1,1,@someone I hate these freaking incompetent fools running everything #truth
4899,7,0,6,1,1,"You absolute utter clown, get out of here already"
4900,4,0,3,1,1,"What a stupid absolute move, I can't believe this crap"
4901,4,0,4,0,1,"Stop posting your absolute garbage online, nobody cares #truth"
4902,6,0,2,4,2,@someone The coffee shop around the corner makes the best lattes #truth
4903,3,0,3,0,1,You're a complete bloody loser with no life whatsoever #smh
4904,6,0,2,4,2,Just got back from a great hike in the mountains today
4905,4,0,2,2,1,"@someone This is absolute garbage, what a total waste of time lol"
4906,3,0,2,1,1,"What a stupid absolute move, I can't believe this crap wtf"
4907,6,0,1,5,2,"@someone My team won the game tonight, what an exciting match it was"
4908,7,0,7,0,1,@someone The whole thing is bloody BS and everyone knows it
4909,6,1,3,2,1,"What a stupid effing move, I can't believe this crap"
4910,7,0,7,0,1,@someone That freaking idiot just cut me off in traffic again
4911,3,0,1,2,2,@someone Feeling grateful for all the good things happening lately #truth
4912,5,0,5,0,1,"Shut the hell up you freaking moron, nobody asked you #smh"
4913,4,0,3,1,1,"RT @user: You absolute freaking clown, get out of here already #smh"
4914,5,0,1,4,2,@someone Spending the day learning something new and it feels rewarding
4915,7,0,7,0,1,"You're embarrassing yourself, you total buffoon"
4916,3,0,2,1,2,"Finally finished that long project, feeling a great sense of relief"
4917,5,1,3,1,1,This entire situation is a absolute disaster from the start #truth
4918,7,2,4,1,1,Are you seriously that dumb? Holy total crap #smh
4919,7,0,0,7,2,The weather today is perfect for an outdoor afternoon walk
4920,4,0,4,0,1,Are you seriously that dumb? Holy freaking crap lol
4921,5,2,2,1,1,"That was the most freaking thing I've ever seen, pathetic"
4922,7,5,2,0,0,@someone We need to eliminate jewish from our neighborhoods wtf
4923,6,0,6,0,1,"You're embarrassing yourself, you freaking buffoon"
4924,3,0,3,0,1,"Shut the hell up you effing moron, nobody asked you"
4925,7,6,1,0,0,RT @user: gay people are animals who can't behave in civilization #smh
4926,3,1,1,1,1,"Shut the hell up you utter moron, nobody asked you #smh"
4927,7,0,3,4,2,The local farmers market had amazing fresh produce this morning lol
4928,7,0,7,0,1,Are you seriously that dumb? Holy utter crap
4929,7,0,4,3,1,"RT @user: You're embarrassing yourself, you damn buffoon"
4930,6,0,3,3,1,"RT @user: Stop posting your complete garbage online, nobody cares #truth"
4931,6,3,1,2,0,black people are parasites destroying our country
4932,7,0,7,0,1,"@someone You're embarrassing yourself, you damn buffoon #smh"
4933,5,1,2,2,1,The whole thing is complete BS and everyone knows it
4934,7,0,7,0,1,I hate these freaking incompetent fools running everything wtf
4935,3,0,2,1,1,Go screw yourself with that freaking nonsense you're spouting
4936,3,0,1,2,2,Started a new gym routine and feeling more energetic already #truth
4937,7,1,5,1,1,Go screw yourself with that absolute nonsense you're spouting #truth
4938,4,0,1,3,2,The local farmers market had amazing fresh produce this morning
4939,6,0,3,3,1,"Stop posting your effing garbage online, nobody cares"
4940,5,1,2,2,1,That utter idiot just cut me off in traffic again
4941,4,0,1,3,2,RT @user: The new season of that show was absolutely incredible
4942,6,0,0,6,2,RT @user: Had a productive meeting at work and things are looking good #smh
4943,3,0,2,1,2,"My team won the game tonight, what an exciting match it was wtf"
4944,4,4,0,0,0,female people are subhuman and don't deserve rights
4945,4,0,2,2,1,"What a stupid freaking move, I can't believe this crap lol"
4946,5,0,0,5,2,@someone Met up with old friends today and it was really wonderful #truth
4947,7,0,0,7,2,The coffee shop around the corner makes the best lattes wtf
4948,4,0,2,2,1,"RT @user: This is absolute garbage, what a total waste of time wtf"
4949,5,0,5,0,1,"RT @user: You're embarrassing yourself, you freaking buffoon"
4950,7,1,5,1,1,That damn idiot just cut me off in traffic again lol
4951,6,0,4,2,1,"Stop posting your damn garbage online, nobody cares"
4952,6,0,6,0,1,"Shut the hell up you total moron, nobody asked you"
4953,4,1,2,1,1,"What a stupid utter move, I can't believe this crap"
4954,4,0,3,1,1,RT @user: That utter idiot just cut me off in traffic again
4955,3,0,1,2,2,Started a new gym routine and feeling more energetic already #smh
4956,4,0,4,0,1,"RT @user: That was the most freaking thing I've ever seen, pathetic"
4957,6,0,5,1,1,"You absolute freaking clown, get out of here already"
4958,6,0,4,2,1,"What a freaking joke, I can't stand these people anymore wtf"
4959,6,6,0,0,0,asian people are animals who can't behave in civilization wtf
4960,4,0,2,2,2,The local farmers market had amazing fresh produce this morning wtf
4961,6,0,0,6,2,Working on a new project and feeling really inspired today #truth
4962,3,0,2,1,1,@someone That total idiot just cut me off in traffic again
4963,5,0,4,1,1,"What a stupid total move, I can't believe this crap"
4964,4,0,2,2,1,I hate these damn incompetent fools running everything
4965,5,0,2,3,2,Started a new gym routine and feeling more energetic already #smh
4966,7,0,3,4,2,@someone The local farmers market had amazing fresh produce this morning #truth
4967,4,1,2,1,1,"@someone What a total joke, I can't stand these people anymore #smh"
4968,4,0,3,1,1,"You absolute complete clown, get out of here already"
4969,5,2,2,1,1,"Stop posting your freaking garbage online, nobody cares wtf"
4970,3,0,1,2,2,@someone Just finished reading a fantastic book I highly recommend #smh
4971,3,0,2,1,1,"@someone Stop posting your freaking garbage online, nobody cares #smh"
4972,7,0,0,7,2,Just watched a documentary that really changed my perspective lol
4973,7,0,7,0,1,Are you seriously that dumb? Holy complete crap wtf
4974,5,0,1,4,2,Started a new gym routine and feeling more energetic already
4975,5,0,4,1,1,"Shut the hell up you effing moron, nobody asked you wtf"
4976,5,0,2,3,2,"My dog learned a new trick today, so proud of him"
4977,6,0,6,0,1,That freaking idiot just cut me off in traffic again
4978,4,0,1,3,2,@someone Met up with old friends today and it was really wonderful wtf
4979,4,0,1,3,2,RT @user: The coffee shop around the corner makes the best lattes #smh
4980,6,0,6,0,1,"That was the most damn thing I've ever seen, pathetic lol"
4981,4,0,0,4,2,RT @user: Just got back from a great hike in the mountains today
4982,3,0,1,2,2,@someone Feeling grateful for all the good things happening lately
4983,3,0,2,1,1,"You're embarrassing yourself, you complete buffoon lol"
4984,3,0,0,3,2,"RT @user: My team won the game tonight, what an exciting match it was"
4985,3,0,2,1,2,The weather today is perfect for an outdoor afternoon walk
4986,6,0,2,4,2,"Looking forward to the weekend, planning to relax and recharge"
4987,5,0,2,3,1,This entire situation is a damn disaster from the start #smh
4988,4,0,2,2,2,Cooked a new recipe tonight and it turned out delicious
4989,6,0,0,6,2,@someone Working on a new project and feeling really inspired today
4990,7,2,3,2,1,RT @user: This entire situation is a freaking disaster from the start lol
4991,4,0,4,0,1,"@someone You're embarrassing yourself, you bloody buffoon wtf"
4992,4,0,3,1,1,RT @user: This entire situation is a effing disaster from the start #smh
4993,4,0,4,0,1,"@someone What a stupid freaking move, I can't believe this crap #smh"
4994,4,0,0,4,2,"My team won the game tonight, what an exciting match it was wtf"
4995,3,0,2,1,2,"@someone My dog learned a new trick today, so proud of him"
4996,5,0,5,0,1,"That was the most freaking thing I've ever seen, pathetic"
4997,4,0,3,1,1,"You're embarrassing yourself, you freaking buffoon"
4998,4,1,2,1,1,"This is absolute garbage, what a damn waste of time #truth"
4999,3,0,3,0,1,That complete idiot just cut me off in traffic again wtf
5000,4,0,2,2,2,The new season of that show was absolutely incredible #smh
5001,7,6,0,1,0,@someone I wish all hindu people would just disappear forever wtf
5002,3,0,2,1,2,Had a productive meeting at work and things are looking good #smh
5003,5,0,5,0,1,"You're embarrassing yourself, you absolute buffoon"
5004,3,0,3,0,1,RT @user: This entire situation is a total disaster from the start
5005,7,0,7,0,1,"RT @user: You're embarrassing yourself, you complete buffoon wtf"
5006,7,0,0,7,2,Met up with old friends today and it was really wonderful
5007,5,0,1,4,2,"Finally finished that long project, feeling a great sense of relief"
5008,6,0,0,6,2,"Looking forward to the weekend, planning to relax and recharge"
5009,5,0,3,2,1,I hate these freaking incompetent fools running everything lol
5010,4,0,2,2,1,RT @user: Go screw yourself with that freaking nonsense you're spouting wtf
5011,7,0,2,5,2,Just watched a documentary that really changed my perspective
5012,5,0,5,0,1,This entire situation is a complete disaster from the start
5013,4,0,4,0,1,The whole thing is bloody BS and everyone knows it
5014,6,0,4,2,1,Go screw yourself with that damn nonsense you're spouting
5015,7,0,6,1,1,"This is absolute garbage, what a absolute waste of time lol"
5016,3,0,1,2,2,RT @user: The sunset this evening was absolutely breathtaking and beautiful #truth
5017,6,0,1,5,2,Had a productive meeting at work and things are looking good
5018,5,0,5,0,1,@someone The whole thing is total BS and everyone knows it
5019,5,0,2,3,2,"My team won the game tonight, what an exciting match it was wtf"
5020,4,1,2,1,1,This entire situation is a bloody disaster from the start
5021,4,0,1,3,2,Had a productive meeting at work and things are looking good
5022,4,0,2,2,2,Feeling grateful for all the good things happening lately
5023,5,0,4,1,1,"What a stupid freaking move, I can't believe this crap #truth"
5024,5,0,5,0,1,@someone This entire situation is a bloody disaster from the start
5025,3,0,2,1,1,"RT @user: That was the most complete thing I've ever seen, pathetic"
5026,7,3,3,1,1,"RT @user: Shut the hell up you complete moron, nobody asked you wtf"
5027,7,1,5,1,1,"Shut the hell up you absolute moron, nobody asked you"
5028,3,0,1,2,1,Are you seriously that dumb? Holy absolute crap
5029,7,0,6,1,1,You're a complete damn loser with no life whatsoever
5030,5,1,3,1,1,"You're embarrassing yourself, you effing buffoon wtf"
5031,6,2,3,1,1,@someone This entire situation is a absolute disaster from the start
5032,3,0,0,3,2,RT @user: The new season of that show was absolutely incredible #truth
5033,7,2,4,1,1,"You absolute effing clown, get out of here already #truth"
5034,5,0,5,0,1,"RT @user: That was the most damn thing I've ever seen, pathetic #smh"
5035,4,0,3,1,1,"That was the most freaking thing I've ever seen, pathetic #truth"
5036,3,0,1,2,2,Met up with old friends today and it was really wonderful #truth
5037,4,4,0,0,0,RT @user: I wish all hindu people would just disappear forever lol
5038,7,0,5,2,1,I hate these freaking incompetent fools running everything
5039,6,0,3,3,1,You're a complete utter loser with no life whatsoever
5040,3,0,2,1,1,RT @user: Go screw yourself with that bloody nonsense you're spouting
5041,6,3,1,2,0,Every gay person is dangerous and should be locked up wtf
5042,4,0,4,0,1,"RT @user: Stop posting your effing garbage online, nobody cares"
5043,5,0,4,1,1,"Stop posting your absolute garbage online, nobody cares wtf"
5044,6,0,5,1,1,@someone That freaking idiot just cut me off in traffic again #truth
5045,3,1,0,2,0,jewish people are parasites destroying our country
5046,3,0,1,2,1,Go screw yourself with that bloody nonsense you're spouting #truth
5047,7,4,2,1,0,Every asian person is dangerous and should be locked up lol
5048,6,0,0,6,2,@someone Spending the day learning something new and it feels rewarding #truth
5049,3,0,2,1,1,"You're embarrassing yourself, you freaking buffoon lol"
5050,5,0,2,3,2,RT @user: The weather today is perfect for an outdoor afternoon walk wtf
5051,5,0,0,5,2,The sunset this evening was absolutely breathtaking and beautiful
5052,6,0,5,1,1,Go screw yourself with that freaking nonsense you're spouting lol
5053,3,0,3,0,1,@someone That utter idiot just cut me off in traffic again
5054,4,1,2,1,1,Are you seriously that dumb? Holy freaking crap
5055,7,1,4,2,1,I hate these freaking incompetent fools running everything wtf
5056,5,0,0,5,2,Working on a new project and feeling really inspired today
5057,3,0,1,2,1,@someone I hate these complete incompetent fools running everything
5058,4,0,2,2,1,Go screw yourself with that bloody nonsense you're spouting #truth
5059,5,0,0,5,2,Cooked a new recipe tonight and it turned out delicious wtf
5060,5,0,4,1,1,"RT @user: You're embarrassing yourself, you complete buffoon"
5061,5,0,5,0,1,"What a stupid bloody move, I can't believe this crap"
5062,4,0,4,0,1,The whole thing is freaking BS and everyone knows it #truth
5063,4,1,2,1,1,"That was the most utter thing I've ever seen, pathetic"
5064,5,0,3,2,1,"That was the most utter thing I've ever seen, pathetic"
5065,6,0,5,1,1,"Stop posting your damn garbage online, nobody cares"
5066,6,0,0,6,2,Spending the day learning something new and it feels rewarding lol
5067,7,0,0,7,2,"RT @user: My team won the game tonight, what an exciting match it was"
5068,7,0,6,1,1,RT @user: Go screw yourself with that absolute nonsense you're spouting #smh
5069,7,0,0,7,2,"Looking forward to the weekend, planning to relax and recharge wtf"
5070,5,2,2,1,1,"That was the most freaking thing I've ever seen, pathetic wtf"
5071,5,0,2,3,1,"This is absolute garbage, what a utter waste of time"
5072,6,0,6,0,1,The whole thing is freaking BS and everyone knows it wtf
5073,4,1,2,1,1,"This is absolute garbage, what a damn waste of time"
5074,3,0,0,3,2,RT @user: Had a productive meeting at work and things are looking good lol
